Linienname;Überschrift;Betriebszweig;DIVA-Name;Globale ID;
"931";"Göppingen - Rechberghausen - Wäschenbeuren";"31";"31931_";"de:vvs:31931_:";
"931A";"Göppingen - Rechberghausen - Wäschenbeuren - (Lenglingen)";"31";"31931a";"de:vvs:31931a:";
"932";"Göppingen - Faurndau - Rechberghausen - Schwäbisch Gmünd";"31";"31932_";"de:vvs:31932_:";
"932A";"Göppingen - Rechberghausen - Lenglingen";"31";"31932a";"de:vvs:31932a:";
"933";"Göppingen - Hohenstaufen - Maitis - Lenglingen";"31";"31933_";"de:vvs:31933_:";
"933A";"Göppingen - Hohenstaufen (- Maitis - Lenglingen)";"31";"31933a";"de:vvs:31933a:";
"934";"Göppingen - Bartenbach - Rechberghausen- Börtlingen";"31";"31934_";"de:vvs:31934_:";
"934A";"Göppingen - Bartenbach - Rechberghausen - (Börtlingen)";"31";"31934a";"de:vvs:31934a:";
"935";"Göppingen - Rechberghausen - Adelberg - Schorndorf";"31";"31935_";"de:vvs:31935_:";
"935A";"Göppingen - Rechberghausen - Adelberg - Schorndorf";"31";"31935a";"de:vvs:31935a:";
"940";"Göppingen ZOB - Eislingen Schlossplatz/Bahnhof";"31";"31940_";"de:vvs:31940_:";
"941";"Göppingen - Eislingen - Salach - Eislingen - Ottenbach";"31";"31941_";"de:vvs:31941_:";
"941A";"Eislingen - Salach - Eislingen - Ottenbach";"31";"31941a";"de:vvs:31941a:";
"942";"Göppingen ZOB - Eislingen Zeisigweg";"31";"31942_";"de:vvs:31942_:";
"950";"Böhmenkirch - Stötten - Geislingen ZOB";"31";"31950_";"de:vvs:31950_:";
"950A";"Böhmenkirch - Stötten - Geislingen ZOB";"31";"31950a";"de:vvs:31950a:";
"951";"Süßen - Gingen - Geislingen Stadtkirche";"31";"31951_";"de:vvs:31951_:";
"951A";"Süßen - Gingen - Geislingen Stadtkirche";"31";"31951a";"de:vvs:31951a:";
"957";"Geislingen Stadtkirche - Weiler - Schalkstetten";"31";"31957_";"de:vvs:31957_:";
"958";"Geislingen ZOB - Eybach - Böhmenkirch";"31";"31958_";"de:vvs:31958_:";
"958A";"Geislingen ZOB - Eybach - Böhmenkirch";"31";"31958a";"de:vvs:31958a:";
"959";"Geislingen - Waldhausen - Gerstetten";"31";"31959_";"de:vvs:31959_:";
"961";"Deggingen - Hohenstadt";"31";"31961_";"de:vvs:31961_:";
"962";"Geislingen ZOB - Berufsschulzentrum - Wilhelmshöhe - ZOB";"31";"31962_";"de:vvs:31962_:";
"963";"Geislingen ZOB - Wilhelmshöhe - Neuwiesen - Geislingen ZOB";"31";"31963_";"de:vvs:31963_:";
"964";"Geislingen - Oberböhringen";"31";"31964_";"de:vvs:31964_:";
"965";"Geislingen ZOB - Unterböhringen";"31";"31965_";"de:vvs:31965_:";
"965A";"Geislingen Stadtkirche - Unterböhringen";"31";"31965a";"de:vvs:31965a:";
"966";"Geislingen ZOB - Wiesensteig Rathaus";"31";"31966_";"de:vvs:31966_:";
"966A";"Geislingen ZOB - Wiesensteig Rathaus";"31";"31966a";"de:vvs:31966a:";
"967";"Merklingen - Wiesensteig - Gosbach - Merklingen";"31";"31967_";"de:vvs:31967_:";
"968";"Merklingen - Gosbach - Wiesensteig - Merklingen";"31";"31968_";"de:vvs:31968_:";
"970";"Süßen Fuchseckstr. - Bahnhof - Donzdorf Schulzentrum (Citybus)";"31";"31970_";"de:vvs:31970_:";
"971";"Süßen - Reichenbach u.R. - Wißgoldingen";"31";"31971_";"de:vvs:31971_:";
"972";"Göppingen ZOB - Süßen - Donzdorf - Böhmenkirch";"31";"31972_";"de:vvs:31972_:";
"972A";"Göppingen ZOB - Süßen - Donzdorf - Böhmenkirch";"31";"31972a";"de:vvs:31972a:";
"980";"Göppingen ZOB - Ursenwang - Schlat";"31";"31980_";"de:vvs:31980_:";
"980A";"Göppingen ZOB - Ursenwang - Schlat";"31";"31980a";"de:vvs:31980a:";
"981";"Göppingen ZOB - Gruibingen - Wiesensteig";"31";"31981_";"de:vvs:31981_:";
"981A";"Deggingen - Gruibingen - Göppingen ZOB";"31";"31981a";"de:vvs:31981a:";
"982";"Gammelshausen - Bad Ditzenbach - Deggingen";"31";"31982_";"de:vvs:31982_:";
"983";"Göppingen ZOB - Heiningen - Bad Boll";"31";"31983_";"de:vvs:31983_:";
"983A";"Göppingen ZOB - Heiningen - Bad Boll";"31";"31983a";"de:vvs:31983a:";
"984";"Göppingen ZOB - Süßen ZOB";"31";"31984_";"de:vvs:31984_:";
"984A";"Göppingen ZOB - Süßen ZOB";"31";"31984a";"de:vvs:31984a:";
"997";"Göppingen ZOB - Berufsschulzentrum Öde";"31";"31997_";"de:vvs:31997_:";
"X16";"(Sindelfingen -) Böblingen - Waldenbuch - Aichtal - Nürtingen";"31";"31X16_";"de:vvs:31X16_:";
"X18";"Nürtingen - Neckartenzlingen - Mittelstadt";"31";"31X18_";"de:vvs:31X18_:";
"X19";" Großbettlingen - Nürtingen";"31";"31X19_";"de:vvs:31X19_:";
"X43";"Ludwigsburg - Neckargröningen - Hegnach - Waiblingen";"31";"31X43_";"de:vvs:31X43_:";
"X46";"Beilstein - Oberstenfeld - Großbottwar - Marbach (N)";"31";"31X46_";"de:vvs:31X46_:";
"X74";"Universität - Magstadt - Weil der Stadt";"31";"31X74_";"de:vvs:31X74_:";
"X76";"Böblingen - Schönaich - Waldenbuch";"31";"31X76_";"de:vvs:31X76_:";
"X77";"Altensteig - Nagold - Herrenberg (Schnellbus)";"31";"31X77_";"de:vvs:31X77_:";
"X82";"Flughafen - Echterdingen - Waldenbuch - Tübingen";"31";"31X82_";"de:vvs:31X82_:";
"N1";"Schlossplatz - Vaihingen
Büsnau - Schlossplatz";"33";"33001_";"de:vvs:33001_:";
"N2";"Schlossplatz - Botnang
- Schlossplatz";"33";"33002_";"de:vvs:33002_:";
"N3";"Schlossplatz - Gerlingen
- Schlossplatz";"33";"33003_";"de:vvs:33003_:";
"N4";"Schlossplatz - Zuffenhausen
- Schlossplatz";"33";"33004_";"de:vvs:33004_:";
"N5";"Schlossplatz - Neugereut
- Schlossplatz";"33";"33005_";"de:vvs:33005_:";
"N6";"Schlossplatz - Fellbach
- Schlossplatz";"33";"33006_";"de:vvs:33006_:";
"N7";"Schlossplatz - Heumaden
- Schlossplatz";"33";"33007_";"de:vvs:33007_:";
"N8";"Schlossplatz - Plieningen - Schlossplatz";"33";"33008_";"de:vvs:33008_:";
"N9";"Schlossplatz - Fasanenhof
- Schlossplatz";"33";"33009_";"de:vvs:33009_:";
"N10";"Schlossplatz - Rohrer Höhe
 - Schlossplatz";"33";"33010_";"de:vvs:33010_:";
"N11";"Plochingen - Reichenbach - Hochdorf - Notzingen";"34";"34011_";"de:vvs:34011_:";
"N12";"Esslingen (N) ZOB - Wäldenbronn - Wiflingshausen - Sulzgries -
Rüdern - Neckarhalde - Sulzgries - Esslingen (N) ZOB";"34";"34012_";"de:vvs:34012_:";
"N13";"Esslingen ZOB - Sirnau - Berkheim - Zollberg - ZOB";"34";"34013_";"de:vvs:34013_:";
"N14";"Esslingen - Liebersbronn - Aichschieß - Aichelberg";"34";"34014_";"de:vvs:34014_:";
"N15";"Wendlingen (N) - Köngen - Unterensingen -
Nürtingen - Oberboihingen - Wendlingen (N)";"34";"34015_";"de:vvs:34015_:";
"N16";"Esslingen - Baltmannsweiler - Hohengehren - Plochingen - Esslingen";"34";"34016_";"de:vvs:34016_:";
"N18";"Oberaichen - Leinfelden - Echterdingen - Stetten";"34";"34018_";"de:vvs:34018_:";
"N19";"Esslingen - Nellingen - Denkendorf -
Neuhausen - Esslingen";"34";"34019_";"de:vvs:34019_:";
"N21";"Waiblingen - Beinstein - Endersbach - Stetten - Waiblingen";"34";"34021_";"de:vvs:34021_:";
"N22";"Esslingen - Ruit - Kemnat - Scharnhausen - Esslingen";"34";"34022_";"de:vvs:34022_:";
"N24";"Bittenfeld - Hohenacker - Neustadt - Waiblingen - Hegnach";"34";"34024_";"de:vvs:34024_:";
"N30";"Backnang - Burgstall - Kirchberg (M)";"34";"34030_";"de:vvs:34030_:";
"N31";"Waiblingen - Korb - Großheppach";"34";"34031_";"de:vvs:34031_:";
"N36";"Backnang - Steinbach - Heiningen -
Waldrems - Maubach - Backnang";"34";"34036_";"de:vvs:34036_:";
"N36";"Backnang - Steinbach - Heiningen -
Waldrems - Maubach - Backnang";"34";"34036_";"de:vvs:34036_:";
"N40";"Marbach (N) - Affalterbach - Kirchberg - Marbach (N)";"34";"34040_";"de:vvs:34040_:";
"N41";"Ludwigsburg - Eglosheim - Neckarweihingen -
Hoheneck";"34";"34041_";"de:vvs:34041_:";
"N42";"Ludwigsburg Ost";"34";"34042_";"de:vvs:34042_:";
"N43";"Ludwigsburg - Pattonville - Remseck - Poppenweiler ";"34";"34043_";"de:vvs:34043_:";
"N44";"Freiberg (N) - Großingersheim - Pleidelsheim - Höpfigheim -
Mundelsheim - Hessigheim - Kleiningersheim - Freiberg (N)";"34";"34044_";"de:vvs:34044_:";
"N46";"Beilstein - Oberstenfeld - Großbottwar - Marbach (N)";"34";"34046_";"de:vvs:34046_:";
"N47";"Kornwestheim Nord und Ost";"34";"34047_";"de:vvs:34047_:";
"N48";"Kornwestheim Süd, Ost und Pattonville";"34";"34048_";"de:vvs:34048_:";
"N52";"Bietigheim - Sachsenheim - Sersheim - Kleinglattbach
Ensingen - Horrheim - Hohenhaslach - Bietigheim";"34";"34052_";"de:vvs:34052_:";
"N53";"Ludwigsburg - Möglingen - Markgröningen -
Schwieberdingen - Hemmingen - Münchingen";"34";"34053_";"de:vvs:34053_:";
"N55";"Neuwirtshaus - Kallenberg - Münchingen -
Schwieberdingen - Hemmingen - Eberdingen - Riet - Hochdorf";"34";"34055_";"de:vvs:34055_:";
"N56";"Bietigheim - Untermberg - Unterriexingen - Oberriexingen
Enzweihingen -Vaihingen(E) - Sachsenheim - Bietigheim";"34";"34056_";"de:vvs:34056_:";
"N57";"Bietigheim - Löchgau - Freudental - Bönnigheim";"34";"34057_";"de:vvs:34057_:";
"N58";"Bietigheim - Großingersheim - Besigheim - Ottmarsheim -
Gemmrigheim - Kirchheim (N) - Walheim - Besigheim - Bietigheim";"34";"34058_";"de:vvs:34058_:";
"N61";"Döffingen - Weil der Stadt - Hausen";"34";"34061_";"de:vvs:34061_:";
"N62";"Leonberg - Gebersheim - Rutesheim
- Perouse - Flacht - Weissach";"34";"34062_";"de:vvs:34062_:";
"N63";"Universität - Gerlingen Schillerhöhe - Leonberg Bf
- Ramtel - Eltingen - Warmbronn - Universität";"34";"34063_";"de:vvs:34063_:";
"N70";"Herrenberg - Bondorf - Mötzingen - Nagold";"34";"34070_";"de:vvs:34070_:";
"N73";"Böblingen ZOB - Diezenhalde - Panzerkaserne -
Sindelfingen Eichholz - Böblingen ZOB";"34";"34073_";"de:vvs:34073_:";
"N74";"Böblingen - Holzgerlingen - Altdorf - Hildrizhausen -
Weil i.S. - Neuweiler - Breitenstein - Schönaich- Böbl.";"34";"34074_";"de:vvs:34074_:";
"N75";"Böblingen - Dagersheim - Aidlingen -
Deufringen - Dagersheim - Böblingen";"34";"34075_";"de:vvs:34075_:";
"N77";"Gärtringen - Rohrau - Herrenberg - Affstätt - Kuppingen - 
Oberjesingen - Deckenpfronn - Gärtringen";"34";"34077_";"de:vvs:34077_:";
"N80";"Tübingen - Herrenberg";"34";"34080_";"de:naldo:53N80_:";
"N85";"Nürtingen - Rossdorf - Enzenhardt -
Raidwangen - Großbettlingen - Nürtingen";"34";"34085_";"de:vvs:34085_:";
"N87";"Nürtingen - Neckartenzlingen -Schlaitdorf -
Altenriet - Nürtingen";"34";"34087_";"de:vvs:34087_:";
"N89";"Bernhausen - Bonlanden - Aichtal - Neckartailfingen - Bernhausen";"34";"34089_";"de:vvs:34089_:";
"N90";"Göppingen ZOB - Faurndau - Wangen - Rechberghausen -
Bartenbach - Göppingen ZOB";"34";"34090_";"de:vvs:34090_:";
"N91";"Uhingen - Schlierbach - Ebersbach - Uhingen";"34";"34091_";"de:vvs:34091_:";
"N92";"Göppingen ZOB - Jebenhausen - Hattenhofen - Zell - Bad Boll -
Jebenhausen - Göppingen ZOB";"34";"34092_";"de:vvs:34092_:";
"N93";"Göppingen ZOB - Bartenbach - Rechberghausen - Birenbach -
Wäschenbeuren - Maitis- Lenglingen - Hohenstaufen - Göppingen";"34";"34093_";"de:vvs:34093_:";
"N94";"Göppingen ZOB - Eschenbach - Heiningen - Göppingen ZOB";"34";"34094_";"de:vvs:34094_:";
"N96";"Geislingen ZOB - Bad Ditzenbach - Gruibingen";"34";"34096_";"de:vvs:34096_:";
"N97";"Göppingen ZOB - Süßen - Donzdorf - Böhmenkirch";"34";"34097_";"de:vvs:34097_:";
"N98";"Göppingen ZOB - Heiningen - Bad Boll - Göppingen ZOB";"34";"34098_";"de:vvs:34098_:";
"X10";"Kirchheim (T) - Flughafen/Messe";"35";"35X10_";"de:vvs:35X10_:";
"X20";"Waiblingen - Esslingen";"35";"35X20_";"de:vvs:35X20_:";
"X60";"Leonberg - Universität - Flughafen/Messe";"35";"35X60_";"de:vvs:35X60_:";
"X93";"Göppingen - Lorch";"35";"35X93_";"de:vvs:35X93_:";
"MEX16E";"Ulm - Plochingen
(Schienenersatzverkehr)";"36";"36016e";"de:vvs:36016e:";
"BB03";"";"41";"410B3_";"de:vvs:410B3_:";
"BB11";"";"41";"41B11_";"de:vvs:41B11_:";
"BB15";"";"41";"41B15_";"de:vvs:41B15_:";
"BB16";"";"41";"41B16_";"de:vvs:41B16_:";
"BB17";"";"41";"41B17_";"de:vvs:41B17_:";
"BB40";"";"41";"41B40_";"de:vvs:41B40_:";
"BB43";"";"41";"41B43_";"de:vvs:vvs-41-B43:";
"BB81";"";"41";"41B81A";"de:vvs:41B81A:";
"BB81";"";"41";"41B81B";"de:vvs:41B81B:";
"BB82";"";"41";"41B82A";"de:vvs:41B82A:";
"BB90";"";"41";"41B90_";"de:vvs:41B90_:";
"BB91";"";"41";"41B91_";"de:vvs:41B91_:";
"BB92";"";"41";"41B92_";"de:vvs:41B92_:";
"BB93";"";"41";"41B93_";"de:vvs:41B93_:";
"BB94";"";"41";"41B94_";"de:vvs:41B94_:";
"RT92";"Heslach Vogelrain - Rudolf-Sophien-Stift";"50";"50092_";"de:vvs:50092_:";
"RT161";"Ruftaxi Kirchheim (T) Altvaterweg - Ötlingen";"50";"50161_";"de:vvs:50161_:";
"RT163";"Ötlingen - Lindorf - Kirchheim (T) ZOB - Schafhof";"50";"50163_";"de:vvs:50163_:";
"RT165";"Kirchheim (T) - Ohmden - Zell (A)";"50";"50165_";"de:vvs:50165_:";
"RT202";"Endersbach - Strümpfelbach";"50";"50202_";"de:vvs:50202_:";
"RT206";"Endersbach - Beutelsbach - Schnait";"50";"50206_";"de:vvs:50206_:";
"RT217";"Grunbach - Buoch - Hebsack - Rohrbronn";"50";"50217_";"de:vvs:50217_:";
"RT380";"Sulzbach (M) - Großerlach";"50";"50380_";"de:vvs:50380_:";
"RT386";"Sulzbach (M) - Spiegelberg";"50";"50386_";"de:vvs:50386_:";
"RT413";"Ruftaxi Kornwestheim";"50";"50413_";"de:vvs:50413_:";
"RT753";"Rohrau Rathaus - Gärtringen Bahnhof";"50";"50753_";"de:vvs:50753_:";
"RT759";"Liebelsberg - Wildberg - Deckenpfronn - Gärtringen";"50";"50759_";"de:vvs:50759_:";
"RT775";"Wildberg - Kuppingen - Herrenberg";"50";"50775_";"de:vvs:50775_:";
"RT779";"Herrenb. ZOB Bhfstr. - Vogelsang - ZOB";"50";"50779_";"de:vvs:50779_:";
"RT780";"Herrenberg ZOB - Nord - West - Kalkofenstraße";"50";"50780_";"de:vvs:50780_:";
"RT782";"Herrenberg ZOB - Ehbühl - Waldfriedhof";"50";"50782_";"de:vvs:50782_:";
"RT783";"Herrenberg ZOB - Polizeihochschule - Herrenberg ZOB";"50";"50783_";"de:vvs:50783_:";
"RT791";"Entringen - Breitenholz - Kayh";"50";"50791_";"de:vvs:50791_:";
"RT828";"Dettenhausen - Tübingen";"50";"50828_";"de:vvs:50828_:";
"RT904";"Göppingen ZOB - Bartenbach - Hohrein Ortsmitte";"50";"50904_";"de:vvs:50904_:";
"RT915";"Wangen - Oberwälden - Rechberghausen";"50";"50915_";"de:vvs:50915_:";
"RT916";"Bünzwangen - Ebersbach (F)";"50";"50916_";"de:vvs:50916_:";
"RT917";"Ebersbach (F) - Büchenbronn";"50";"50917_";"de:vvs:50917_:";
"RT918";"Uhingen - Baiereck";"50";"50918_";"de:vvs:50918_:";
"RT920";"Zell - Aichelberg - Weilheim (T)";"50";"50920_";"de:vvs:50920_:";
"RT922";"Uhingen - Sparwiesen";"50";"50922_";"de:vvs:50922_:";
"RT924";"Ebersbach - Roßwälden - Bad Boll";"50";"50924_";"de:vvs:50924_:";
"RT934";"Rechberghausen - Börtlingen";"50";"50934_";"de:vvs:50934_:";
"RT935";"Rechberghausen - Adelberg";"50";"50935_";"de:vvs:50935_:";
"RT941";"Eislingen - Ottenbach";"50";"50941_";"de:vvs:50941_:";
"RT971";"Donzdorf - Reichenbach u.R. -  Wißgoldingen";"50";"50971_";"de:vvs:50971_:";
"RT982";"Gammelshausen - Bad Ditzenbach - Deggingen";"50";"50982_";"de:vvs:50982_:";
"RT4";"Zuffenhausen Rathaus - Zazenhausen";"51";"51004_";"de:vvs:51004_:";
"RT6";"Kelterplatz - Rotenberg";"51";"51006_";"de:vvs:51006_:";
"RT7";"Ährenweg - Rohracker";"51";"51007_";"de:vvs:51007_:";
"RT16";"Kirchh. (T) Marktplatz. - Rembrandtweg - Marktplatz";"51";"51016_";"de:vvs:51016_:";
"RT17";"Ruftaxi Kirchheim (T) Im Münzen - Saarstraße - ZOB";"51";"51017_";"de:vvs:51017_:";
"RT37";"Murrhardt Nord";"51";"51037_";"de:vvs:51037_:";
"RT38";"Murrhardt Süd";"51";"51038_";"de:vvs:51038_:";
"RT39";"Murrhardt Mitte";"51";"51039_";"de:vvs:51039_:";
"RT70";"Degerloch (B27) - Königsträßle - Ruhbank";"51";"51070_";"de:vvs:51070_:";
"RTN99";"Gammelshausen - Bad Ditzenbach - Drackenstein";"51";"51099_";"de:vvs:51099_:";
"RT225";"Ruftaxi Rommelshausen";"51";"51225_";"de:vvs:51225_:";
"LT967";"Wiesensteig - Gosbach - Merklingen";"52";"52967_";"de:vvs:52967_:";
"35";"Heidenheim - Söhnstetten - Böhmenkirch";"73";"73035_";"de:din:20035e:";
"268";"Alfdorf - Pfahlbronn - Lorch";"74";"74268_";"de:ostalbmobil:40268_:";
"46";"Ulm - Amstetten - Geislingen";"75";"75046_";"de:ding.eu:20046_:";
"346";"Hohenstadt - Westerheim - Laichingen (- Heroldstatt)";"75";"75346_";"de:ding.eu:88346_:";
"350";"(Laichingen - Merklingen) - Aufhausen - Geislingen";"75";"75350_";"de:din:88350_:";
"670";"Weil der Stadt - Schafhausen - Dätzingen - Althengstett - Calw";"76";"76670_";"de:vgc-online:03670_:";
"670.2";"Hirsau - Calw - Althengstett - Weil der Stadt";"76";"766702";"de:vgc-online:01670_:";
"759";"Liebelsberg - Wildberg - Deckenpfronn - Gärtringen";"76";"76759_";"de:vgc-online:15759_: ";
"775";"Wildberg - Kuppingen - Herrenberg";"76";"76775_";"de:vgc-online:15775_: ";
"880";"Bad Liebenzell - Weil der Stadt";"76";"76880_";"de:vgc-online:01880_:";
"707";"Mühlacker - Mühlhausen (E) - Illingen - Vaihingen (E) - Großglattbach";"77";"77707_";"de:vpe:04707_:";
"762";"Pforzheim - Heimsheim - Malmsheim Bosch-Campus - Renningen";"77";"77762_";"de:vpe:04762_:";
"763";"Pforzheim - Mönsheim - Iptingen (-Weissach Porsche)";"77";"77763_";"de:vpe:04763_:";
"765";"Weissach Porsche - Mönsheim - Wiernsheim";"77";"77765_";"de:vpe:04765_:";
"644";"Ilsfeld - Beilstein - Prevorst";"78";"78644_";"de:h3nv:31644_:";
"646";"Kirchheim (N) - Neckarwestheim - Untergruppenbach";"78";"78646_";"de:h3nv:31646_:";
"666";"Freudental - Tripsdrill - Brackenheim";"78";"78666_";"de:h3nv:31666_:";
"7627";"Rottenburg (N) - Bondorf (- Ergenzingen/Mötzingen)";"80";"80627_";"de:naldo:bd9146d427364d8780b3fafc3fc269a1:";
"X27";"Rottenburg (N) - Remmingsheim - Seebronn - Bondorf";"80";"80X27_";"de:naldo:7e75e6be45cd40b9bf51980ddd28853d:";
"X3";"Pfullingen - Reutlingen - Flughafen - Bernhausen";"81";"810X3_";"de:naldo:e4ae154a02ff40458760abdcbaf6dfb3:";
